id,en,tw,status,comment
4675,envious,(adj.7) 嫉妒的;羨慕的,,4
4676,essential,(adj.9) 必要的;實質的,,4
4677,eventual,(adj.8) 最後的;結果的,,4
4678,evident,(adj.7) 明顯的;明白的,,4
4679,experimental,(adj.12) 實驗性的;試驗性的,,4
4680,explosive,(adj.9) 爆炸(性)的;爆發性的,,4
4681,facial,(adj.6) 臉的;面部的,,4
4682,faithful,(adj.8) 忠實的;忠誠的,,4
4683,fantastic,(adj.9) 奇妙的,,4
4684,fatal,(adj.5) 致命的,,4
4685,favorable,(adj.9) 適合的,,4
4686,fertile,"(adj.7) (土地)肥沃的,富饒的;受精的",,4
4687,fierce,(adj.6) 兇猛的;殘酷的,,4
4688,financial,(adj.9) 財政的;金融的,,4
4689,flexible,(adj.8) 可彎曲的;可變通的,,4
4690,fluent,"(adj.6) 流利的,流暢的",,4
4691,fortunate,"(adj.9) 幸運的,僥倖的",,4
4692,fossil,(adj.6) 化石的;守舊的,,4
4693,fragrant,(adj.8) 香的,,4
4694,functional,(adj.10) 機能的;實用的,,4
4695,fundamental,(adj.11) 基礎的;根本的,,4
4696,furious,(adj.7) 狂怒的,,4
4697,genuine,(adj.7) 真的;非偽造的,,4
4698,gifted,"(adj.6) 有天資的,有天賦的",,4
4699,gigantic,"(adj.8) 巨大的,龐大的",,4
4700,glorious,"(adj.8) 壯觀的,壯麗的",,4
4701,graceful,"(adj.8) 優美的,雅緻的",,4
4702,gracious,(adj.8) 親切的;和藹的,,4
4703,grammatical,(adj.11) 文法的;合乎文法的,,4
4704,grateful,"(adj.8) 感謝的,感激的",,4
4705,grave,"(adj.5) 嚴重的;嚴肅的,認真的",,4
4706,greasy,(adj.6) 油膩的,,4
4707,guilty,(adj.6) 有罪的,,4
4708,habitual,(adj.8) 習以為常的,,4
4709,harsh,(adj.5) 粗糙的,,4
4710,healthful,(adj.9) 有益於健康的,,4
4711,honorable,(adj.9) 可尊敬的,,4
4712,hopeful,(adj.7) 抱有希望的,,4
4713,identical,(adj.9) 完全相同的,,4
4714,idle,(adj.4) 無所事事的,,4
4715,ignorant,"(adj.8) 無知的,不學無術的",,4
4716,imaginable,(adj.10) 能想像的,,4
4717,imaginary,(adj.9) 虛構的;幻想的,,4
4718,imaginative,(adj.11) 虛構的;幻想的,,4
4719,influential,(adj.11) 有影響的,,4
4720,informative,(adj.11) 教育性的;有益的,,4
4721,initial,"(adj.7) 開始的,最初的",,4
4722,intellectual,(adj.12) 智力的,,4
4723,intelligent,(adj.11) 有才智的,,4
4724,intense,"(adj.7) 強烈的,劇烈的",,4
4725,intensive,(adj.9) 加強的;密集的,,4
4726,intermediate,"(adj.12) 中等程度的,中級的",,4
4727,intimate,"(adj.8) 親密的,熟悉的",,4
4728,junior,(adj.6) 年紀較輕的;資淺的三年級(生)的,,4
4729,keen,(adj.4) 熱心的;敏銳的;渴望的,,4
4730,lawful,(adj.6) 合法的,,4
4731,lean,(adj.4) 精瘦的;貧乏的,,4
4732,learned,"(adj.7) 有學問的,博學的;精通的",,4
4733,leisurely,"(adj.9) 從容不迫的,悠閒的",,4
4734,literary,"(adj.8) 文學的,文藝的",,4
4735,logical,(adj.7) 合邏輯的;合理的,,4
4736,lousy,(adj.5) 不潔的;卑鄙的;討厭的,,4
4737,loyal,"(adj.5) 忠誠的,忠心的",,4
4738,lunar,(adj.5) 月的;陰曆的,,4
4739,luxurious,(adj.9) 奢侈的;驕奢淫逸的,,4
4740,magnetic,(adj.8) 磁鐵的;磁性的,,4
4741,magnificent,"(adj.11) 壯麗的,宏偉的",,4
4742,manual,(adj.6) 用手操作的,,4
4743,maximum,(adj.7) 最大限度的,,4
4744,mechanical,(adj.10) 機械的,,4
4745,memorable,(adj.9) 值得懷念的;難忘的,,4
4746,memorial,(adj.8) 追悼的;記憶的,,4
4747,mere,"(adj.4) 僅僅的,只不過的",,4
4748,messy,(adj.5) 混亂的,,4
4749,mild,"(adj.4) 溫和的,溫柔的",,4
4750,minimum,"(adj.7) 最小的,最少的",,4
4751,miserable,(adj.9) 悽慘的;悲哀的,,4
4752,moderate,"(adj.8) 中等的,適度的",,4
4753,modest,(adj.6) 審慎的;適度的,,4
4754,monthly,(adj.7) 每月的;每月一次的,,4
4755,mountainous,(adj.11) 多山的;巨大的,,4
4756,muddy,(adj.5) 多爛泥的;泥濘的,,4
4757,multiple,(adj.8) 複合的;多樣的,,4
4758,mutual,(adj.6) 相互的;共同的,,4
4759,mysterious,(adj.10) 神祕的;不可思議的,,4
4760,nearsighted,(adj.11) 近視的,,4
4761,needy,(adj.5) 貧窮的,,4
4762,nuclear,(adj.7) 原子能的;細胞核的,,4
4763,numerous,"(adj.8) 許多的,很多的",,4
4764,obedient,"(adj.8) 服從的,順從的",,4
4765,objective,(adj.9) 客觀的,,4
4766,occasional,"(adj.10) 偶爾的,非經常的",,4
4767,offensive,"(adj.9) 冒犯的,唐突的",,4
4768,oral,"(adj.4) 口頭的,口述的;口部的",,4
4769,organic,(adj.7) 有機的,,4
4770,outstanding,(adj.11) 傑出的;未償付的,,4
4771,oval,(adj.4) 卵形的;橢圓形的,,4
4772,overnight,(adj.9) 通宵;整夜,,4
4773,partial,"(adj.7) 部分的,局部的;不完全的",,4
4774,passive,(adj.7) 被動的;消極的,,4
4775,peculiar,(adj.8) 奇怪的;乖癖的,,4
4776,permanent,"(adj.9) 永久的,永恆的;永遠的",,4
4777,persuasive,(adj.10) 有說服力的,,4
4778,pessimistic,(adj.11) 悲觀的,,4
4779,philosophical,(adj.13) 哲學的,,4
4780,physical,(adj.8) 身體的;物理學的,,4
4781,plentiful,"(adj.9) 豐富的,充足的;多的",,4
4782,plural,(adj.6) 複數的,,4
4783,poisonous,(adj.9) 有毒的;有害的,,4
4784,portable,(adj.8) 手提式的;輕便的,,4
4785,precise,(adj.7) 精確的;準確的,,4
4786,preferable,"(adj.10) 更可取的,更合意的",,4
4787,pregnant,(adj.8) 懷孕的,,4
4788,prime,(adj.5) 最初的;原始的;基本的,,4
4789,primitive,(adj.9) 原始的;遠古的;早期的,,4
4790,productive,"(adj.10) 生產的,生產性的",,4
4791,professional,(adj.12) 職業性的,,4
4792,profitable,(adj.10) 有利的,,4
4793,prominent,"(adj.9) 卓越的,著名的",,4
4794,promising,"(adj.9) 有希望的,有前途的",,4
4795,prompt,"(adj.6) 敏捷的;即時的,即期的",,4
4796,prosperous,"(adj.10) 興旺的,繁榮的,昌盛的",,4
4797,psychological,"(adj.13) 心理的,精神的",,4
4798,realistic,(adj.9) 現實的,,4
4799,relative,(adj.8) 有關的;相對的,,4
4800,reluctant,(adj.9) 不情願的;勉強的,,4
4801,remarkable,(adj.10) 非凡的;卓越的,,4
4802,respectable,(adj.11) 值得尊敬的;體面的,,4
4803,respectful,(adj.10) 恭敬的;尊敬人的,,4
4804,revolutionary,(adj.13) 革命的,,4
4805,rural,(adj.5) 農村的;田園的,,4
4806,senior,(adj.6) 年資較深的;四年級生的,,4
4807,severe,(adj.6) 嚴重的;劇烈的,,4
4808,shameful,"(adj.8) 可恥的,丟臉的",,4
4809,shortsighted,"(adj.12) 近視的;目光短淺的,缺乏遠見的",,4
4810,singular,(adj.8) 單數的;獨個的,,4
4811,slight,(adj.6) 輕微的;微小的,,4
4812,solar,(adj.5) 太陽的;日光的,,4
4813,sorrowful,(adj.9) 悲傷的;令人傷心的,,4
4814,spare,"(adj.5) 多餘的,剩下的;空閒的",,4
4815,spicy,(adj.5) 辛辣的;痛快的,,4
4816,spiritual,(adj.9) 心靈的;崇高純潔的,,4
4817,splendid,(adj.8) 燦爛的;傑出的,,4
4818,stingy,(adj.6) 小氣的,,4
4819,submarine,(adj.9) 海底的,,4
4820,suspicious,"(adj.10) 猜疑的,疑心的;多疑的",,4
4821,sympathetic,(adj.11) 同情的;有同情心的,,4
4822,systematic,(adj.10) 有系統的;成體系的,,4
4823,technological,"(adj.13) 技術(學)的,工藝(學)的",,4
4824,tense,(adj.5) 繃緊的,,4
4825,thorough,(adj.8) 徹底的;完全的,,4
4826,thoughtful,(adj.10) 考慮周到的,,4
4827,timid,(adj.5) 膽小的;羞怯的,,4
4828,tiresome,(adj.8) 令人厭倦的,,4
4829,tolerable,(adj.9) 可忍受的;可容忍的,,4
4830,tolerant,"(adj.8) 忍受的,容忍的",,4
4831,tough,"(adj.5) 堅韌的,牢固的;頑固的;棘手的",,4
4832,tragic,"(adj.6) 悲慘的,不幸的",,4
4833,tremendous,"(adj.10) 巨大的;極度的,驚人的",,4
4834,tribal,(adj.6) 部落的;種族的,,4
4835,troublesome,"(adj.11) 麻煩的,棘手的",,4
4836,unique,(adj.6) 獨特的,,4
4837,universal,(adj.9) 宇宙的;通用的,,4
4838,urban,(adj.5) 城市的,,4
4839,urgent,"(adj.6) 緊急的,急迫的",,4
4840,vain,(adj.4) 愛虛榮的;徒然的,,4
4841,vast,"(adj.4) 廣闊的,浩瀚的;非常的",,4
4842,very,(adj.4) 正是;恰好是;僅僅,,4
4843,virgin,(adj.6) 未玷污的,,4
4844,visual,(adj.6) 視力的;光學的,,4
4845,vital,(adj.5) 充滿活力的;致命的,,4
4846,voluntary,(adj.9) 自願的,,4
4847,weekly,(adj.6) 每週的;一週一次的,,4
4848,yearly,(adj.6) 每年的;按年的,,4
4849,youthful,(adj.8) 年輕的;富青春活力的,,4
4850,abandon,(v.7) 放棄,,4
4851,absorb,"(v.6) 吸收(液體,氣體,光,聲等)",,4
4852,access,(v.6) 取出(資料);使用;接近,,4
4853,accompany,(v.9) 陪同;伴隨,,4
4854,accomplish,(v.10) 完成;實現;達到,,4
4855,accuse,(v.6) 指控,,4
4856,acquaint,(v.8) 使認識;使熟悉,,4
4857,acquire,(v.7) 取得;獲得,,4
4858,adapt,(v.5) 使適應;使適合,,4
4859,adjust,(v.6) 校準;調整;適應,,4
4860,alert,(v.5) 向...報警;使警覺,,4
4861,amuse,(v.5) 逗...高興,,4
4862,analyze,(v.7) 分析,,4
4863,annoy,"(v.5) 惹惱,使生氣;使煩惱",,4
4864,apologize,(v.9) 道歉,,4
4865,appoint,"(v.7) 任命,指派",,4
4866,arch,"(v.4) 使成弧形,拱起",,4
4867,arise,(v.5) 升起,,4
4868,arouse,(v.6) 喚起;激動;叫醒,,4
4869,assemble,"(v.8) 集合,召集",,4
4870,assign,"(v.6) 分配,分派",,4
4871,associate,"(v.9) 聯想,把...聯想在一起",,4
4872,assume,(v.6) 假定,,4
4873,assure,"(v.6) 向...保證,擔保",,4
4874,attach,"(v.6) 裝上,貼上;使附屬",,4
4875,await,"(v.5) 等候,期待",,4
4876,backpack,(v.8) 把...放入背包; 背負簡便行李旅行,,4
4877,bankrupt,(v.8) 使破產;使赤貧,,4
4878,bargain,(v.7) 討價還價,,4
4879,blend,(v.5) 使混和,,4
4880,blink,(v.5) 眨眼睛;閃爍,,4
4881,bloom,(v.5) 開花;興盛,,4
4882,blossom,(v.7) 開花;發展成,,4
4883,blush,(v.5) 臉紅,,4
4884,boast,(v.5) 吹牛;誇耀,,4
4885,bond,(v.4) 以...作抵押;使...黏合,,4
4886,bounce,"(v.6) 彈起,彈回",,4
4887,breed,"(v.5) 使繁殖,飼養",,4
4888,broil,(v.5) 烤;炙,,4
4889,calculate,(v.9) 計算,,4
4890,campaign,(v.8) 參加競選,,4
4891,carve,"(v.5) 刻,雕刻",,4
4892,catalog,(v.7) 將...編入目錄,,4
4893,catalogue,"(v.9) 為...編目;登記,記載",,4
4894,cease,"(v.5) 停止,終止",,4
4895,cement,"(v.6) 黏緊,黏牢",,4
4896,cherish,(v.7) 撫育;愛護,,4
4897,chirp,(v.5) 鳥發啾聲;蟲發唧聲;人嘁喳說話,,4
4898,circulate,(v.9) 流通;發行,,4
4899,clarify,(v.7) 澄清;闡明,,4
4900,clash,(v.5) 砰地相碰撞,,4
4901,classify,(v.8) 將...分類,,4
4902,climax,(v.6) 使達到頂點(或高潮),,4
4903,code,(v.4) 為...編碼,,4
4904,collapse,(v.8) 倒塌,,4
4905,comment,(v.7) 評論,,4
4906,commit,"(v.6) 使作出保證;犯(罪),做(錯事等)",,4
4907,complicate,(v.10) 使複雜化,,4
4908,compose,"(v.7) 作(詩,曲等);構(圖)",,4
4909,concentrate,(v.11) 濃縮;全神貫注,,4
4910,concrete,(v.8) 使凝固;使結合,,4
4911,confess,"(v.7) 坦白,供認,承認",,4
4912,confine,(v.7) 限制;使局限,,4
4913,congratulate,(v.12) 祝賀;恭禧,,4
4914,conquer,(v.7) 克服;征服,,4
4915,consist,"(v.7) 組成,構成",,4
4916,constitute,"(v.10) 構成,組成",,4
4917,construct,"(v.9) 建造,構成",,4
4918,consult,(v.7) 與...商量,,4
4919,consume,"(v.7) 消耗,花費;耗盡",,4
4920,content,(v.7) 使滿足,,4
4921,contest,"(v.7) 競爭,角逐;爭辯",,4
4922,contrast,"(v.8) 使對比,使對照",,4
4923,contribute,"(v.10) 捐獻,捐助;貢獻,出力",,4
4924,converse,"(v.8) 交談,談話",,4
4925,convey,(v.6) 運送;傳達,,4
4926,convince,(v.8) 使信服;說服,,4
4927,cooperate,"(v.9) 合作,協作;(事物)配合",,4
4928,cope,(v.4) 競爭,,4
4929,cork,(v.4) 用軟木塞塞住;抑制,,4
4930,correspond,"(v.10) 符合,一致",,4
4931,counter,(v.7) 反對;反擊,,4
4932,crack,(v.5) 砸開,,4
4933,cram,(v.4) 把...塞滿;死記硬背,,4
4934,cripple,(v.7) 使成跛子;使殘廢,,4
4935,criticize,(v.9) 批評;批判;苛求,,4
4936,crush,"(v.5) 壓碎,壓壞",,4
4937,cube,(v.4) 使成立方形;切成小方塊,,4
4938,cue,(v.3) 給...暗示,,4
4939,curl,(v.4) 使(頭髮)捲曲,,4
4940,curse,"(v.5) 詛咒,咒罵",,4
4941,curve,(v.5) 使彎曲;使成曲線,,4
4942,cushion,(v.7) 緩和...的衝擊,,4
4943,damn,"(v.4) 罵...該死,咒罵",,4
4944,damp,(v.4) 使潮濕;使沮喪;抑制,,4
4945,declare,"(v.7) 宣佈,宣告",,4
4946,decrease,(v.8) 減少,,4
4947,defeat,"(v.6) 戰勝,擊敗",,4
4948,defend,(v.6) 防禦;保衛;保護,,4
4949,delight,(v.7) 使高興,,4
4950,demand,"(v.6) 要求,請求",,4
4951,demonstrate,"(v.11) 示範操作(產品),展示",,4
4952,depart,"(v.6) 起程,出發;離開,離去",,4
4953,depress,(v.7) 使沮喪,,4
4954,deserve,"(v.7) 應受,該得",,4
4955,devise,(v.6) 設計;發明,,4
4956,devote,(v.6) 將...奉獻,,4
4957,differ,"(v.6) 不同,相異",,4
4958,digest,(v.6) 消化(食物),,4
4959,disadvantage,(v.12) 使處於不利地位,,4
4960,discipline,(v.10) 懲戒,,4
4961,disconnect,(v.10) 切斷(電話、電源等),,4
4962,discourage,"(v.10) 使洩氣,使沮喪",,4
4963,disguise,"(v.8) 掩飾,隱瞞",,4
4964,disgust,(v.7) 使作嘔,,4
4965,dismiss,"(v.7) 解散,遣散;解雇;開除",,4
4966,disorder,(v.8) 使混亂;擾亂,,4
4967,dispute,(v.7) 爭論;爭執,,4
4968,distinguish,(v.11) 區別;識別,,4
4969,distribute,(v.10) 分發;分配,,4
4970,disturb,"(v.7) 妨礙,打擾",,4
4971,divorce,"(v.7) 與...離婚,使離婚",,4
4972,dominate,"(v.8) 支配,統治,控制",,4
4973,download,(v.8) 下載,,4
4974,doze,"(v.4) 打瞌睡,打盹",,4
4975,draft,(v.5) 起草;設計,,4
4976,dread,(v.5) 懼怕;擔心,,4
4977,drift,"(v.5) 漂,漂流",,4
4978,drill,(v.5) 鑽(孔);在...上鑽孔,,4
4979,dye,(v.3) 把...染上顏色,,4
4980,eliminate,"(v.9) 排除,消除",,4
4981,email,(v.5) electronic mail,,4
4982,e-mail,(v.6) 傳送電子郵件,,4
4983,embarrass,(v.9) 使困窘,,4
4984,emerge,(v.6) 浮現;出現,,4
4985,enclose,(v.7) 圍住;圈起,,4
4986,encounter,"(v.9) 遭遇(敵人);遇到(困難,危險等)",,4
4987,endanger,(v.8) 危及;使遭到危險,,4
4988,endure,"(v.6) 忍耐,忍受",,4
4989,enforce,"(v.7) 實施,執行",,4
4990,enlarge,(v.7) 擴大;擴展,,4
4991,entertain,"(v.9) 招待,款待",,4
4992,equip,"(v.5) 裝備,配備",,4
4993,establish,(v.9) 建立;設立,,4
4994,estimate,"(v.8) 估計,估量",,4
4995,evaluate,(v.8) 對...評價,,4
4996,evidence,"(v.8) 顯示,表明",,4
4997,exaggerate,"(v.10) 張,誇大;對...言過其實",,4
4998,exhaust,(v.7) 使精疲力盡,,4
4999,exhibit,"(v.7) 展示,陳列",,4
5000,expand,"(v.6) 展開,張開",,4
5001,explore,(v.7) 探測;探勘,,4
5002,expose,(v.6) 使暴露於,,4
5003,extend,"(v.6) 延長,延伸",,4
5004,feast,(v.5) 盛宴款待,,4
5005,ferry,(v.5) 用渡船運送,,4
5006,fetch,(v.5) (去)拿來,,4
5007,finance,(v.7) 籌措資金,,4
5008,flatter,(v.7) 諂媚;奉承,,4
5009,flee,(v.4) 逃離;逃避,,4
5010,flunk,(v.5) 失敗;不及格,,4
5011,flush,(v.5) 湧;湧流;用水沖洗,,4
5012,foam,(v.4) 起泡沫,,4
5013,forbid,"(v.6) 禁止,不許",,4
5014,forecast,(v.8) 預測,,4
5015,frame,(v.5) 給...裝框子,,4
5016,frost,(v.5) 結霜於,,4
5017,frown,(v.5) 皺眉;表示不滿,,4
5018,fuel,(v.4) 加燃料;加油,,4
5019,fulfill,(v.7) 履行(諾言等),,4
5020,furnish,(v.7) 給(房間)配置(傢俱等);供應;提供,,4
5021,gaze,"(v.4) 凝視,注視,盯",,4
5022,gear,"(v.4) 使適應,使適合",,4
5023,giggle,(v.6) 咯咯地笑;傻笑,,4
5024,glide,"(v.5) 滑動,滑行",,4
5025,glimpse,"(v.7) 看一眼,瞥見",,4
5026,grace,(v.5) 使優美,,4
5027,grieve,(v.6) 使悲傷;使苦惱,,4
5028,grind,(v.5) 磨(碎),,4
5029,guarantee,(v.9) 保證;擔保,,4
5030,halt,(v.4) 停止;終止,,4
5031,harden,(v.6) 使變硬;使變堅固,,4
5032,hasten,(v.6) 催促;加速;趕緊,,4
5033,herd,(v.4) 放牧,,4
5034,honeymoon,(v.9) 度蜜月,,4
5035,hook,(v.4) 用鉤鉤住,,4
5036,horrify,"(v.7) 使恐懼,使驚懼",,4
5037,hose,(v.4) 用軟管淋澆,,4
5038,host,"(v.4) 主辦,主持;以主人身分招待",,4
5039,identify,(v.8) 確認;識別,,4
5040,idle,(v.4) 空轉,,4
5041,illustrate,"(v.10) (用圖,實例等)說明",,4
5042,imitate,(v.7) 模仿,,4
5043,immigrate,(v.9) 遷移;遷入,,4
5044,impact,(v.6) 壓緊;擠滿,,4
5045,imply,(v.5) 暗指;暗示;意味著,,4
5046,industrialize,(v.13) 使工業化,,4
5047,infect,(v.6) 傳染;侵染;感染,,4
5048,initial,(v.7) 簽姓名的首字母於;草簽,,4
5049,input,(v.5) 將(資料等)輸入電腦,,4
5050,insert,(v.6) 插入;嵌入,,4
5051,inspire,(v.7) 鼓舞,,4
5052,install,"(v.7) 安裝,設置",,4
5053,instruct,(v.8) 指示,,4
5054,insult,"(v.6) 侮辱,羞辱",,4
5055,intend,(v.6) 想要;打算,,4
5056,intensify,"(v.9) 加強,增強",,4
5057,interact,(v.8) 互相作用,,4
5058,interfere,"(v.9) 介入;干涉,干預",,4
5059,intermediate,(v.12) 作中間人;干預,,4
5060,interpret,(v.9) 解釋,,4
5061,invade,"(v.6) 侵入,侵略",,4
5062,invest,(v.6) 投(資),,4
5063,involve,"(v.7) 使捲入,連累;牽涉",,4
5064,isolate,(v.7) 使孤立,,4
5065,itch,(v.4) 發癢,,4
5066,knuckle,(v.7) 用指關節敲打,,4
5067,labor,(v.5) 勞動;努力,,4
5068,lag,(v.3) 落後;延遲,,4
5069,landscape,(v.9) 在(一片土地)上造園,,4
5070,launch,(v.6) 發射;開始,,4
5071,lean,"(v.4) 倚,靠",,4
5072,lecture,(v.7) 講課;訓斥,,4
5073,license,"(v.7) 許可,准許;發許可證給",,4
5074,lighten,"(v.7) 使光明,照亮",,4
5075,loan,"(v.4) 借出,貸與",,4
5076,manufacture,"(v.11) (大量)製造,加工",,4
5077,mislead,(v.7) 把...帶錯方向;把...引入歧途,,4
5078,misunderstand,(v.13) 誤會;曲解,,4
5079,monitor,(v.7) 監控;監聽;監測,,4
5080,motivate,(v.8) 給...動機;刺激,,4
5081,mow,(v.3) 刈(草坪等)上的草,,4
5082,murmur,"(v.6) 私下抱怨,咕噥",,4
5083,neglect,"(v.7) 忽視,忽略",,4
5084,negotiate,"(v.9) 談判,協商",,4
5085,nevertheless,"(v.12) 仍然,不過,然而",,4
5086,obtain,"(v.6) 得到,獲得",,4
5087,occupy,"(v.6) 佔領,佔據",,4
5088,offend,(v.6) 冒犯;觸怒,,4
5089,oppose,(v.6) 反對,,4
5090,orbit,(v.5) 繞軌道運行,,4
5091,overcome,(v.8) 戰勝;克服,,4
5092,overlook,(v.8) 眺望;俯瞰,,4
5093,overtake,(v.8) 追上;趕上;超過,,4
5094,overthrow,(v.9) 打倒;推翻;廢除,,4
5095,pace,(v.4) 踱步於,,4
5096,parachute,"(v.9) 傘降,跳傘",,4
5097,pedal,(v.5) 踩踏板,,4
5098,peer,"(v.4) 凝視,盯著看",,4
5099,perfume,(v.7) 使充滿香氣,,4
5100,pioneer,"(v.7) 當先驅,成為開拓者",,4
5101,pirate,(v.6) 掠奪;剽竊,,4
5102,plot,"(v.4) 密謀,策劃;標繪",,4
5103,polish,"(v.6) 磨光,擦亮",,4
5104,portray,(v.7) 畫;描寫,,4
5105,possess,"(v.7) 擁有,持有;具有",,4
5106,predict,(v.7) 預言;預料,,4
5107,preserve,"(v.8) 保存,保藏;防腐",,4
5108,privilege,(v.9) 給予...特權,,4
5109,proceed,"(v.7) 開始,著手",,4
5110,prompt,(v.6) 提示,,4
5111,prosper,"(v.7) 繁榮,昌盛",,4
5112,protest,"(v.7) 抗議,反對",,4
5113,publish,(v.7) 出版;發行;刊載,,4
5114,quake,(v.5) 顫抖;震動;搖晃,,4
5115,quilt,(v.5) 加軟襯料後縫製;東拼西湊地編(書),,4
5116,rage,"(v.4) 發怒,怒斥",,4
5117,rebel,(v.5) 造反;反叛,,4
5118,recall,(v.6) 回憶;使想起;召回,,4
5119,recite,(v.6) 背誦;朗誦;詳述,,4
5120,recycle,(v.7) 回收,,4
5121,refer,"(v.5) 論及,談到;參考",,4
5122,reflect,"(v.7) 反射;照出,映出",,4
5123,reform,"(v.6) 改革,革新",,4
5124,refresh,(v.7) 使得到補充;更新,,4
5125,register,"(v.8) 註冊,申報",,4
5126,regulate,(v.8) 為...制訂規章;調節,,4
5127,relieve,"(v.7) 緩和,減輕;解除",,4
5128,remark,(v.6) 議論;評論,,4
5129,remedy,(v.6) 補救;糾正;去除(弊病等),,4
5130,rescue,(v.6) 援救;營救,,4
5131,research,"(v.8) 調查,探究",,4
5132,resemble,"(v.8) 像,類似",,4
5133,resign,"(v.6) 放棄,辭去",,4
5134,resolve,"(v.7) 解決,解答;使分解",,4
5135,restore,(v.7) 恢復,,4
5136,retain,"(v.6) 保留,保持",,4
5137,retire,(v.6) 退休;退役,,4
5138,retreat,"(v.7) 撤退,退卻",,4
5139,revenge,(v.7) 替...報仇,,4
5140,revise,(v.6) 校訂;更改,,4
5141,reward,(v.6) 酬謝;獎勵,,4
5142,rhyme,(v.5) 押韻,,4
5143,route,(v.5) 給...定路線,,4
5144,ruin,(v.4) 毀滅,,4
5145,sacrifice,(v.9) 犧牲;獻出,,4
5146,salary,(v.6) 給...薪水,,4
5147,scold,"(v.5) 罵,責罵",,4
5148,scratch,(v.7) 抓;搔,,4
5149,sculpture,(v.9) 雕刻,,4
5150,shelter,(v.7) 遮蔽;庇護,,4
5151,shift,(v.5) 轉移;移動,,4
5152,shrug,(v.5) 聳(肩),,4
5153,shuttle,(v.7) 短程穿梭般運送,,4
5154,site,(v.4) 為...選址;設置,,4
5155,sketch,(v.6) 寫生;速寫;為...繪草圖,,4
5156,sled,(v.4) 乘雪橇,,4
5157,sledge,(v.6) 乘雪橇,,4
5158,sleigh,(v.6) 駕雪橇;用雪橇運輸,,4
5159,slight,(v.6) 輕視;藐視,,4
5160,sneeze,(v.6) 打噴嚏,,4
5161,sob,(v.3) 嗚咽;啜泣,,4
5162,spare,"(v.5) 分出,騰出(時間,人手)",,4
5163,spark,(v.5) 發動;點燃,,4
5164,sparkle,(v.7) 發火花;閃耀;煥發,,4
5165,spear,"(v.5) 刺,戳",,4
5166,split,(v.5) 劈開;切開,,4
5167,stem,"(v.4) 起源於,由...而造成",,4
5168,strengthen,(v.10) 加強;增強,,4
5169,strive,"(v.6) 努力,苦幹,奮鬥;反抗,鬥爭",,4
5170,stroke,(v.6) 畫短線於,,4
5171,summarize,"(v.9) 總結,概述,概括",,4
5172,surf,(v.4) 衝浪;在網路或頻道上搜索資料,,4
5173,surrender,"(v.9) 使投降,使自首",,4
5174,sway,(v.4) 搖動;搖擺;影響,,4
5175,tap,"(v.3) 輕拍,輕叩",,4
5176,telegraph,(v.9) 用電報發送;電匯;電購,,4
5177,tense,"(v.5) 使拉緊,使繃緊",,4
5178,terrify,(v.7) 使害怕;使恐怖,,4
5179,tolerate,(v.8) 忍受;寬恕;容許,,4
5180,transfer,(v.8) 轉換;調動,,4
5181,transform,(v.9) 使改變;使轉化,,4
5182,translate,(v.9) 翻譯,,4
5183,triumph,(v.7) 獲得勝利,,4
5184,twinkle,(v.7) (星等)閃爍;閃耀,,4
5185,upload,(v.6) [電腦]上載,,4
5186,urge,(v.4) 催促;力勸,,4
5187,violate,(v.7) 違犯;擾亂,,4
5188,volunteer,(v.9) 自願(做),,4
5189,voyage,(v.6) 航行;旅行,,4
5190,withdraw,(v.8) 提取;撤離,,4
5191,witness,(v.7) 目擊;為...作證,,4
5192,wreck,(v.5) 遇難;受到破壞,,4
5193,wrinkle,(v.7) 起皺紋,,4
5194,counter,"(adv.7) 反方向地,相反地",,4
5195,elsewhere,(adv.9) 在別處;往別處,,4
5196,furthermore,"(adv.11) 而且,此外,再者",,4
5197,highly,"(adv.6) 非常,很,高度地",,4
5198,largely,(adv.7) 大部分;主要地;大量地,,4
5199,lately,"(adv.6) 近來,最近;不久前",,4
5200,leisurely,"(adv.9) 從容不迫地,慢慢地",,4
5201,monthly,(adv.7) 每月;每月一次,,4
5202,moreover,"(adv.8) 並且,加之,此外",,4
5203,mostly,"(adv.6) 一般地,通常",,4
5204,namely,"(adv.6) 即,那就是",,4
5205,nowadays,"(adv.8) 現今,時下",,4
5206,otherwise,"(adv.9) 除此以外;否則,不然",,4
5207,overnight,(adv.9) 一整夜的,,4
5208,roughly,(adv.7) 粗糙地;粗暴地;大約,,4
5209,scarcely,"(adv.8) 幾乎不,幾乎沒有",,4
5210,weekly,(adv.6) 每週,,4
5211,yearly,(adv.6) 一年一度,,4
5212,amid,(prep.4) 在...之間;在...之中,,4
5213,amidst,(prep.6) 在...之中;在...中間,,4
5214,concerning,(prep.10) 關於,,4
5215,despite,"(prep.7) 不管,儘管,任憑",,4
5216,including,(prep.9) 包括,,4
5217,regarding,(prep.9) 關於;就...而論,,4
5218,abdomen,(n.7) 下腹,,4
5219,accent,(n.6) 重音;腔調,,4
5220,acceptance,"(n.10) 接受;領受;(票據等的)承兌,認付",,4
5221,access,(n.6) 通道;入口;門路,,4
5222,accomplishment,(n.14) 成就;成績;造詣;實現,,4
5223,accountant,(n.10) 會計師,,4
5224,accuracy,(n.8) 正確(性);準確(性),,4
5225,acid,(n.4) (化學)酸,,4
5226,acquaintance,(n.12) 相識的人,,4
